CMS Certification Number,Facility Name,System Affiliation,State,ZIP,Latitude,Longitude,Type of Control,FFY2020 IPPS Discharges to Home,Total Discharges,Total Acute Beds,Total Fixed Assets,HIT Designated Assets,Compliant,IT Prop Assets,Agg Control,Num Hospitals in SA,Num Compliant in SA,coor,Num Hospitals within 5 Miles,Num Compliant Hospitals within 5 Miles,Pct Compliant within Radius,Daily Penalty,Annual Penalty
14018,Unity Psychiatric Care Huntsville,"Tennessee Health Management, Inc. - Parsons, TN",AL,35806,34.7537,-86.6651,"Proprietary, Other",12,137,16,3244832,0,,0,Proprietary,5,0,"(34.7537, -86.6651)",0,0,,300,109500
20001,Providence Alaska Medical Center,"Providence - Renton, WA",AK,99508,61.1898,-149.819,"Voluntary Nonprofit, Church",3239,14190,401,209032484,0,,0,Nonprofit,44,0,"(61.1898, -149.819)",5,0,0,4010,1463650
20006,Mat-Su Regional Medical Center,"Community Health Systems, Inc. (CHS) - Franklin, TN",AK,99645,61.561699,-149.259995,"Proprietary, Corporation",942,4854,125,95322354,0,,0,Proprietary,78,0,"(61.561699, -149.259995)",0,0,,1250,456250
20008,Bartlett Regional Hospital,Not in a System,AK,99801,58.329399,-134.466003,"Governmental, City-County",344,1619,45,56264660,0,,0,Governmental,0,1,"(58.329399, -134.466003)",0,0,,450,164250
20012,Fairbanks Memorial Hospital,"Foundation Health Partners - Fairbanks, AK",AK,99701,64.831299,-147.735992,"Voluntary Nonprofit, Other",714,3860,122,0,0,,,Nonprofit,1,0,"(64.831299, -147.735992)",0,0,,1220,445300
20017,Alaska Regional Hospital,"HCA Healthcare - Nashville, TN",AK,99508,61.209801,-149.826996,"Proprietary, Corporation",1930,6904,168,80669133,0,,0,Proprietary,169,0,"(61.209801, -149.826996)",5,0,0,1680,613200
20018,Yukon-Kuskokwim Delta Regional Hospital,Not in a System,AK,99559,60.787399,-161.783997,"Governmental, Federal",135,1399,34,0,0,,,Governmental,0,1,"(60.787399, -161.783997)",0,0,,340,124100
20024,Central Peninsula General Hospital,Not in a System,AK,99669,60.4935,-151.078995,"Voluntary Nonprofit, Other",574,2281,49,124700048,0,,0,Nonprofit,0,1,"(60.4935, -151.078995)",0,0,,490,178850
20026,Alaska Native Medical Center,Not in a System,AK,99508,61.181999,-149.800003,"Governmental, Federal",1416,7970,174,0,0,,,Governmental,0,1,"(61.181999, -149.800003)",5,0,0,1740,635100
21301,Providence Valdez Medical Center,"Providence - Renton, WA",AK,99686,61.136299,-146.350006,"Governmental, City",11,107,11,2431338,0,,0,Governmental,44,0,"(61.136299, -146.350006)",0,0,,300,109500
21302,Providence Seward Medical and Care Center,"Providence - Renton, WA",AK,99664,60.105,-149.445007,"Voluntary Nonprofit, Church",0,61,6,89383,0,,0,Nonprofit,44,0,"(60.105, -149.445007)",0,0,,300,109500
21304,Petersburg Medical Center,Not in a System,AK,99833,56.8125,-132.955994,"Governmental, City",31,87,12,4256174,0,,0,Governmental,0,1,"(56.8125, -132.955994)",0,0,,300,109500
21305,Wrangell Medical Center,"Southeast Alaska Regional Health Consortium - Juneau, AK",AK,99929,56.462399,-132.373993,"Governmental, City",25,120,8,975775,0,,0,Governmental,2,0,"(56.462399, -132.373993)",0,0,,300,109500
21306,Providence Kodiak Island Medical Center,"Providence - Renton, WA",AK,99615,57.8008,-152.373993,"Voluntary Nonprofit, Church",74,500,24,5790732,0,,0,Nonprofit,44,0,"(57.8008, -152.373993)",0,0,,300,109500
21307,Cordova Community Medical Center,Not in a System,AK,99574,60.541599,-145.75,"Proprietary, Other",0,36,13,3634539,0,,0,Proprietary,0,1,"(60.541599, -145.75)",0,0,,300,109500
21308,Norton Sound Regional Hospital,Not in a System,AK,99762,64.498497,-165.378998,"Voluntary Nonprofit, Other",104,649,18,186786175,0,,0,Nonprofit,0,1,"(64.498497, -165.378998)",0,0,,300,109500
21309,Kanakanak Hospital,"Indian Health Service - Rockville, MD",AK,99576,59.000198,-158.537994,"Governmental, Federal",44,205,16,0,0,,,Governmental,39,0,"(59.000198, -158.537994)",0,0,,300,109500
21310,Maniilaq Health Center,"Indian Health Service - Rockville, MD",AK,99752,66.896202,-162.589005,"Governmental, Federal",88,407,17,0,0,,,Governmental,39,0,"(66.896202, -162.589005)",0,0,,300,109500
21311,PeaceHealth Ketchikan Medical Center,"PeaceHealth - Bellevue, WA",AK,99901,55.353199,-131.686996,"Voluntary Nonprofit, Church",229,1131,25,15052000,0,,0,Nonprofit,10,0,"(55.353199, -131.686996)",0,0,,300,109500
21312,Samuel Simmonds Memorial Hospital,"Indian Health Service - Rockville, MD",AK,99723,71.297798,-156.727005,"Governmental, Federal",73,206,14,169054543,0,,0,Governmental,39,0,"(71.297798, -156.727005)",0,0,,300,109500
21313,South Peninsula Hospital,Not in a System,AK,99603,59.651798,-151.550003,"Governmental, City",205,708,21,39627684,0,,0,Governmental,0,1,"(59.651798, -151.550003)",0,0,,300,109500
21314,Mt. Edgecumbe Hospital,"Southeast Alaska Regional Health Consortium - Juneau, AK",AK,99835,57.051601,-135.356995,"Governmental, Federal",160,654,27,0,0,,,Governmental,2,0,"(57.051601, -135.356995)",0,0,,300,109500
22001,Saint Elias Specialty Hospital,"Providence - Renton, WA",AK,99503,61.176601,-149.878998,"Proprietary, Partnership",45,205,41,45892266,0,,0,Proprietary,44,0,"(61.176601, -149.878998)",5,0,0,410,149650
24001,North Star Hospital,"Universal Health Services, Inc. - King of Prussia, PA",AK,99508,61.208698,-149.832993,"Proprietary, Corporation",0,729,140,6156271,0,,0,Proprietary,153,0,"(61.208698, -149.832993)",5,0,0,1400,511000
24002,Alaska Psychiatric Institute,Not in a System,AK,99508,61.186699,-149.824997,Governmental Hospital District,109,556,80,0,0,,,Governmental,0,1,"(61.186699, -149.824997)",5,0,0,800,292000
30001,Valleywise Behavioral Health Center-Maryvale,"Valleywise Health - Phoenix, AZ",AZ,85031,33.502899,-112.171997,"Proprietary, Corporation",0,3640,228,10702215,0,,0,Proprietary,2,0,"(33.502899, -112.171997)",2,0,0,2280,832200
30002,Banner - University Medical Center Phoenix,"Banner Health - Phoenix, AZ",AZ,85006,33.465698,-112.057999,"Voluntary Nonprofit, Other",2890,31617,656,592730570,1479572,,0.2,Nonprofit,31,0,"(33.465698, -112.057999)",13,0,0,5500,2007500
30006,Tucson Medical Center,Not in a System,AZ,85712,32.250702,-110.878998,"Voluntary Nonprofit, Other",3895,29410,441,191473910,0,,0,Nonprofit,0,1,"(32.250702, -110.878998)",7,0,0,4410,1609650
30007,Verde Valley Medical Center,"Northern Arizona Healthcare - Flagstaff, AZ",AZ,86326,34.735401,-112.031998,"Voluntary Nonprofit, Other",850,4581,87,80191524,0,,0,Nonprofit,2,0,"(34.735401, -112.031998)",0,0,,870,317550
30010,Saint Mary's Hospital,Not in a System,AZ,85745,32.228901,-111,"Voluntary Nonprofit, Church",1060,9829,306,55774337,0,,0,Nonprofit,0,1,"(32.228901, -111.0)",2,0,0,3060,1116900
30011,Saint Joseph's Hospital,Not in a System,AZ,85711,32.2267,-110.858002,"Voluntary Nonprofit, Church",1361,13505,448,63681425,0,,0,Nonprofit,0,1,"(32.2267, -110.858002)",6,0,0,4480,1635200
30012,Yavapai Regional Medical Center - West,"Yavapai Regional Medical Center Health System - Prescott Valley, AZ",AZ,86301,34.5597,-112.482002,"Voluntary Nonprofit, Other",1785,11134,218,242574574,0,,0,Nonprofit,2,0,"(34.5597, -112.482002)",2,0,0,2180,795700
30013,Yuma Regional Medical Center,Not in a System,AZ,85364,32.682301,-114.633003,"Voluntary Nonprofit, Other",2466,13417,406,338660102,0,,0,Nonprofit,0,1,"(32.682301, -114.633003)",1,0,0,4060,1481900
30014,HonorHealth John C. Lincoln Medical Center,"HonorHealth - Scotttsdale, AZ",AZ,85020,33.567699,-112.070999,"Voluntary Nonprofit, Other",1165,10132,262,128242151,0,,0,Nonprofit,7,0,"(33.567699, -112.070999)",2,0,0,2620,956300
30016,Banner Casa Grande Medical Center,"Banner Health - Phoenix, AZ",AZ,85122,32.879601,-111.709999,"Voluntary Nonprofit, Other",769,5536,141,85805963,172932,,0.2,Nonprofit,31,0,"(32.879601, -111.709999)",0,0,,1410,514650
30019,Tempe Saint Luke's Hospital,"Steward Health Care System - Boston, MA",AZ,85281,33.4123,-111.940002,"Proprietary, Corporation",0,3320,65,22920463,0,,0,Proprietary,36,0,"(33.4123, -111.940002)",3,0,0,650,237250
30022,Valleywise Health Medical Center,"Valleywise Health - Phoenix, AZ",AZ,85008,33.4585,-112.026001,Governmental Hospital District,774,12750,323,501967389,0,,0,Governmental,2,0,"(33.4585, -112.026001)",12,0,0,3230,1178950
30023,Flagstaff Medical Center,"Northern Arizona Healthcare - Flagstaff, AZ",AZ,86001,35.209099,-111.644997,"Voluntary Nonprofit, Other",1947,11302,242,164571108,0,,0,Nonprofit,2,0,"(35.209099, -111.644997)",2,0,0,2420,883300
30024,Saint Joseph's Hospital and Medical Center,"CommonSpirit Health - Englewood, CO",AZ,85013,33.480301,-112.080002,"Voluntary Nonprofit, Church",3224,33406,501,570614694,0,,0,Nonprofit,109,0,"(33.480301, -112.080002)",13,0,0,5010,1828650
30030,Abrazo Central Campus,"TENET Healthcare - Dallas, TX",AZ,85015,33.524101,-112.101997,"Proprietary, Corporation",476,6441,161,45642691,0,,0,Proprietary,46,0,"(33.524101, -112.101997)",10,0,0,1610,587650
30036,Chandler Regional Medical Center,"CommonSpirit Health - Englewood, CO",AZ,85224,33.298698,-111.874001,"Voluntary Nonprofit, Other",2606,23620,338,228328497,0,,0,Nonprofit,109,0,"(33.298698, -111.874001)",4,0,0,3380,1233700
30038,HonorHealth Scottsdale Osborn Medical Center,"HonorHealth - Scotttsdale, AZ",AZ,85251,33.487598,-111.922997,"Voluntary Nonprofit, Other",2101,12934,337,128327133,0,,0,Nonprofit,7,0,"(33.487598, -111.922997)",3,0,0,3370,1230050
30043,Canyon Vista Medical Center,"LifePoint Health - Brentwood, TN",AZ,85635,31.5546,-110.230003,"Proprietary, Corporation",894,4437,75,81596738,0,,0,Proprietary,53,1,"(31.5546, -110.230003)",0,0,,750,273750
30055,Kingman Regional Medical Center,Not in a System,AZ,86409,35.220402,-114.036003,"Voluntary Nonprofit, Other",1028,7205,196,133365948,0,,0,Nonprofit,0,1,"(35.220402, -114.036003)",0,0,,1960,715400
30061,Banner Boswell Medical Center,"Banner Health - Phoenix, AZ",AZ,85351,33.604801,-112.283997,"Voluntary Nonprofit, Other",2653,14508,410,224660060,404621,,0.2,Nonprofit,31,0,"(33.604801, -112.283997)",5,0,0,4100,1496500
30062,Summit Healthcare Regional Medical Center,Not in a System,AZ,85901,34.202,-110.017998,Governmental Hospital District,866,5282,89,182964545,0,,0,Governmental,0,1,"(34.202, -110.017998)",1,0,0,890,324850
30064,Banner -  University Medical Center Tucson,"Banner Health - Phoenix, AZ",AZ,85724,32.2416,-110.944,"Voluntary Nonprofit, Other",2224,21810,649,714468182,0,,0,Nonprofit,31,0,"(32.2416, -110.944)",7,0,0,5500,2007500
30065,Banner Desert Medical Center,"Banner Health - Phoenix, AZ",AZ,85202,33.389198,-111.875,"Voluntary Nonprofit, Other",2719,33189,605,266599804,0,,0,Nonprofit,31,0,"(33.389198, -111.875)",5,0,0,5500,2007500
30068,Mount Graham Regional  Medical Center,Not in a System,AZ,85546,32.8223,-109.733002,"Voluntary Nonprofit, Other",107,1208,25,27110992,0,,0,Nonprofit,0,1,"(32.8223, -109.733002)",0,0,,300,109500
30069,Havasu Regional Medical Center,"LifePoint Health - Brentwood, TN",AZ,86403,34.48,-114.338997,"Proprietary, Corporation",1660,6813,144,16945885,0,,0,Proprietary,53,1,"(34.48, -114.338997)",0,0,,1440,525600
30071,Tsehootsooi Medical Center,"Indian Health Service - Rockville, MD",AZ,86504,35.757401,-109.049004,"Governmental, Federal",520,2241,56,0,0,,,Governmental,39,0,"(35.757401, -109.049004)",0,0,,560,204400
30073,Tuba City Indian Medical Center,"Indian Health Service - Rockville, MD",AZ,86045,36.135399,-111.239998,"Governmental, Federal",466,2075,73,0,0,,,Governmental,39,0,"(36.135399, -111.239998)",0,0,,730,266450
30074,Sells Indian Hospital,"Indian Health Service - Rockville, MD",AZ,85634,31.921101,-111.889999,"Governmental, Federal",25,165,14,0,0,,,Governmental,39,0,"(31.921101, -111.889999)",0,0,,300,109500
30077,San Carlos Apache Healthcare,"Indian Health Service - Rockville, MD",AZ,85542,33.296001,-110.418999,"Governmental, Federal",76,590,12,0,0,,,Governmental,39,0,"(33.296001, -110.418999)",0,0,,300,109500
30078,Phoenix Indian Medical Center,"Indian Health Service - Rockville, MD",AZ,85016,33.497601,-112.047997,"Governmental, Federal",146,2155,133,0,0,,,Governmental,39,0,"(33.497601, -112.047997)",14,0,0,1330,485450
30083,Abrazo Scottsdale Campus,"TENET Healthcare - Dallas, TX",AZ,85032,33.640499,-111.998001,"Proprietary, Corporation",675,4742,120,28338426,0,,0,Proprietary,46,0,"(33.640499, -111.998001)",2,0,0,1200,438000
30084,Chinle Comprehensive Health Care Facility,"Indian Health Service - Rockville, MD",AZ,86503,36.157501,-109.606003,"Governmental, Federal",348,1529,60,0,0,,,Governmental,39,0,"(36.157501, -109.606003)",0,0,,600,219000
30085,Northwest Medical Center,"Community Health Systems, Inc. (CHS) - Franklin, TN",AZ,85741,32.320301,-111.012001,"Proprietary, Corporation",2004,13769,288,188657503,0,,0,Proprietary,78,0,"(32.320301, -111.012001)",2,0,0,2880,1051200
30087,HonorHealth Scottsdale Shea Medical Center,"HonorHealth - Scotttsdale, AZ",AZ,85260,33.5788,-111.883003,"Voluntary Nonprofit, Other",3070,13405,427,107288141,0,,0,Nonprofit,7,0,"(33.5788, -111.883003)",2,0,0,4270,1558550
30088,Banner Baywood Medical Center,"Banner Health - Phoenix, AZ",AZ,85206,33.4104,-111.689003,"Voluntary Nonprofit, Other",2053,13838,318,98860733,0,,0,Nonprofit,31,0,"(33.4104, -111.689003)",5,0,0,3180,1160700
30089,Banner Thunderbird Medical Center,"Banner Health - Phoenix, AZ",AZ,85306,33.610699,-112.18,"Voluntary Nonprofit, Other",1906,28550,539,223442393,0,,0,Nonprofit,31,0,"(33.610699, -112.18)",5,0,0,5390,1967350
30092,HonorHealth Deer Valley Medical Center,"HonorHealth - Scotttsdale, AZ",AZ,85027,33.6656,-112.116997,"Voluntary Nonprofit, Other",1544,11217,204,174876702,0,,0,Nonprofit,7,0,"(33.6656, -112.116997)",1,0,0,2040,744600
30093,Banner Del E. Webb Medical Center,"Banner Health - Phoenix, AZ",AZ,85375,33.6581,-112.372002,"Voluntary Nonprofit, Other",3194,16404,311,148451369,133587,,0.1,Nonprofit,31,0,"(33.6581, -112.372002)",3,0,0,3110,1135150
30094,Abrazo Arrowhead Hospital,"TENET Healthcare - Dallas, TX",AZ,85308,33.654701,-112.203003,"Proprietary, Corporation",2235,15196,270,115440558,0,,0,Proprietary,46,0,"(33.654701, -112.203003)",3,0,0,2700,985500
30100,Carondelet Heart & Vascular Institute,Not in a System,AZ,85745,32.228901,-111,"Proprietary, Corporation",0,1162,60,3299128,0,,0,Proprietary,0,1,"(32.228901, -111.0)",2,0,0,600,219000
30101,Western Arizona Regional Medical Center,"Community Health Systems, Inc. (CHS) - Franklin, TN",AZ,86442,35.109798,-114.555,"Proprietary, Corporation",888,4536,139,34855289,0,,0,Proprietary,78,0,"(35.109798, -114.555)",0,0,,1390,507350
30103,Mayo Clinic Hospital,"Mayo Clinic Health System - Rochester, MN",AZ,85054,33.6604,-111.955002,"Voluntary Nonprofit, Other",5283,15044,295,828201263,0,,0,Nonprofit,21,0,"(33.6604, -111.955002)",2,0,0,2950,1076750
30105,Banner Heart Hospital,"Banner Health - Phoenix, AZ",AZ,85205,33.4105,-111.686996,"Voluntary Nonprofit, Other",1365,4547,111,30449791,0,,0,Nonprofit,31,0,"(33.4105, -111.686996)",5,0,0,1110,405150
30107,Arizona Spine and Joint Hospital,Not in a System,AZ,85206,33.3792,-111.734001,"Proprietary, Corporation",534,1474,23,4563111,0,,0,Proprietary,0,1,"(33.3792, -111.734001)",4,0,0,300,109500
30108,The CORE Institute Specialty Hospital,Not in a System,AZ,85015,33.531898,-112.099998,"Proprietary, Partnership",656,1803,28,35122726,0,,0,Proprietary,0,1,"(33.531898, -112.099998)",8,0,0,300,109500
30110,Abrazo West Campus,"TENET Healthcare - Dallas, TX",AZ,85395,33.464298,-112.351997,"Proprietary, Corporation",1119,11966,191,91492785,0,,0,Proprietary,46,0,"(33.464298, -112.351997)",2,0,0,1910,697150
30111,Banner - University Medical Center South Campus,"Banner Health - Phoenix, AZ",AZ,85713,32.177898,-110.929001,"Voluntary Nonprofit, Other",681,7206,150,16331210,0,,0,Nonprofit,31,0,"(32.177898, -110.929001)",2,0,0,1500,547500
30112,Arizona Specialty Hospital,Not in a System,AZ,85224,33.334801,-111.890999,"Proprietary, Partnership",139,820,24,3184175,0,,0,Proprietary,0,1,"(33.334801, -111.890999)",6,0,0,300,109500
30113,Whiteriver Indian Hospital,"Indian Health Service - Rockville, MD",AZ,85941,33.875599,-109.958,"Governmental, Federal",175,1088,34,0,0,,,Governmental,39,0,"(33.875599, -109.958)",0,0,,340,124100
30114,Oro Valley Hospital,"Community Health Systems, Inc. (CHS) - Franklin, TN",AZ,85755,32.4272,-110.946999,"Proprietary, Corporation",1188,4621,111,72326025,0,,0,Proprietary,78,0,"(32.4272, -110.946999)",0,0,,1110,405150
30115,Banner Estrella Medical Center,"Banner Health - Phoenix, AZ",AZ,85037,33.4795,-112.258003,"Voluntary Nonprofit, Other",1209,19037,317,165756498,0,,0,Nonprofit,31,0,"(33.4795, -112.258003)",1,0,0,3170,1157050
30117,Valley View Medical Center,"LifePoint Health - Brentwood, TN",AZ,86426,35.002201,-114.598,"Proprietary, Corporation",505,1833,66,9392191,0,,0,Proprietary,53,1,"(35.002201, -114.598)",0,0,,660,240900
30118,Yavapai Regional Medical Center - East,"Yavapai Regional Medical Center Health System - Prescott Valley, AZ",AZ,86314,34.5882,-112.331001,"Voluntary Nonprofit, Other",0,4182,56,69257806,0,,0,Nonprofit,2,0,"(34.5882, -112.331001)",2,0,0,560,204400
30119,Mercy Gilbert Medical Center,"CommonSpirit Health - Englewood, CO",AZ,85297,33.285301,-111.752998,"Voluntary Nonprofit, Church",1915,15313,197,143117712,0,,0,Nonprofit,109,0,"(33.285301, -111.752998)",0,0,,1970,719050
30121,Mountain Vista Medical Center,"Steward Health Care System - Boston, MA",AZ,85209,33.3913,-111.614998,"Proprietary, Corporation",1048,6766,141,13492245,0,,0,Proprietary,36,0,"(33.3913, -111.614998)",4,0,0,1410,514650
30122,Banner Gateway Medical Center,"Banner Health - Phoenix, AZ",AZ,85234,33.383701,-111.720001,"Voluntary Nonprofit, Other",1045,11736,185,157518500,0,,0,Nonprofit,31,0,"(33.383701, -111.720001)",4,0,0,1850,675250
30123,HonorHealth Scottsdale Thompson Peak Medical Center,"HonorHealth - Scotttsdale, AZ",AZ,85255,33.6698,-111.921997,"Voluntary Nonprofit, Other",1592,5861,120,49025284,0,,0,Nonprofit,7,0,"(33.6698, -111.921997)",2,0,0,1200,438000
03012F,Phoenix VA Health Care System,"Department of Veterans Affairs - Washington, DC",AZ,85012,33.494801,-112.067001,"Governmental, Federal",0,0,0,0,0,,,Governmental,140,0,"(33.494801, -112.067001)",14,0,0,300,109500
30130,Banner Ironwood Medical Center,"Banner Health - Phoenix, AZ",AZ,85140,33.2145,-111.563004,"Voluntary Nonprofit, Other",377,5249,89,95932734,0,,0,Nonprofit,31,0,"(33.2145, -111.563004)",0,0,,890,324850
30131,OASIS Hospital,Not in a System,AZ,85008,33.4566,-111.995003,"Proprietary, Partnership",1164,3026,64,19699029,0,,0,Proprietary,0,1,"(33.4566, -111.995003)",12,0,0,640,233600
30134,Banner Goldfield Medical Center,"Banner Health - Phoenix, AZ",AZ,85120,33.393398,-111.568001,"Voluntary Nonprofit, Other",144,886,20,13828955,0,,0,Nonprofit,31,0,"(33.393398, -111.568001)",2,0,0,300,109500
30136,Dignity Health Arizona General Hospital Laveen,"CommonSpirit Health - Englewood, CO",AZ,85339,33.3806,-112.167999,"Proprietary, Partnership",34,377,16,3104246,0,,0,Proprietary,109,0,"(33.3806, -112.167999)",0,0,,300,109500
30137,Santa Cruz Valley Regional Hospital,Not in a System,AZ,85614,31.799999,-111.014,"Proprietary, Corporation",270,1110,49,38697953,0,,0,Proprietary,0,1,"(31.799999, -111.014)",0,0,,490,178850
30138,Cancer Treatment Centers of America Phoenix,"Cancer Treatment Centers of America - Boca Raton, FL",AZ,85338,33.452801,-112.363998,"Proprietary, Corporation",70,484,38,0,0,,,Proprietary,3,0,"(33.452801, -112.363998)",2,0,0,380,138700
30139,Dignity Health Arizona General Hospital Mesa,"CommonSpirit Health - Englewood, CO",AZ,85212,33.350201,-111.637001,"Voluntary Nonprofit, Other",223,1396,50,7179144,0,,0,Nonprofit,109,0,"(33.350201, -111.637001)",3,0,0,500,182500
